table,column,data_type,is_nullable,column_default
customer_payment_methods,last_four,text,YES,""
customer_payment_methods,bank_name,text,YES,""
customer_payment_methods,is_default,boolean,YES,"false"
customer_payment_methods,provider,text,YES,""
customer_payment_methods,provider_token,text,YES,""
customer_payment_methods,expires_at,timestamp with time zone,YES,""
customer_payment_methods,metadata,jsonb,YES,"'{}'::jsonb"
customer_payment_methods,created_at,timestamp with time zone,NO,"now()"
customer_payment_methods,updated_at,timestamp with time zone,NO,"now()"
customer_preferences,id,uuid,NO,"gen_random_uuid()"
customer_preferences,user_id,uuid,NO,""
customer_preferences,email_marketing,boolean,YES,"true"
customer_preferences,email_transactional,boolean,YES,"true"
customer_preferences,email_digest,boolean,YES,"false"
customer_preferences,push_enabled,boolean,YES,"true"
customer_preferences,sms_enabled,boolean,YES,"false"
customer_preferences,notification_care,boolean,YES,"true"
customer_preferences,notification_marketplace,boolean,YES,"true"
customer_preferences,notification_studio,boolean,YES,"true"
customer_preferences,notification_wallet,boolean,YES,"true"
customer_preferences,notification_security,boolean,YES,"true"
customer_preferences,theme,text,YES,"'system'::text"
customer_preferences,default_division,text,YES,""
customer_preferences,created_at,timestamp with time zone,NO,"now()"
customer_preferences,updated_at,timestamp with time zone,NO,"now()"
customer_preferences,whatsapp_enabled,boolean,YES,"false"
customer_preferences,notification_jobs,boolean,YES,"true"
customer_preferences,notification_learn,boolean,YES,"true"
customer_preferences,notification_logistics,boolean,YES,"true"
customer_preferences,notification_property,boolean,YES,"true"
customer_preferences,email_fallback_enabled,boolean,NO,"true"
customer_preferences,email_fallback_delay_hours,integer,NO,"24"
customer_preferences,quiet_hours_timezone,text,YES,""
customer_preferences,muted_event_types,ARRAY,NO,"'{}'::text[]"
customer_preferences,muted_divisions,ARRAY,NO,"'{}'::text[]"
customer_preferences,in_app_toast_enabled,boolean,NO,"true"
customer_preferences,notification_sound_enabled,boolean,NO,"false"
customer_preferences,notification_vibration_enabled,boolean,NO,"false"
customer_preferences,high_priority_only,boolean,NO,"false"
customer_preferences,quiet_hours_enabled,boolean,NO,"false"
customer_preferences,quiet_hours_start,time without time zone,NO,"'22:00:00'::time without time zone"
customer_preferences,quiet_hours_end,time without time zone,NO,"'07:00:00'::time without time zone"
customer_preferences,notification_referrals,boolean,NO,"true"
customer_preferences,withdrawal_pin_hash,text,YES,""
customer_profiles,id,uuid,NO,""
customer_profiles,email,text,NO,""
customer_profiles,full_name,text,YES,""
customer_profiles,phone,text,YES,""
customer_profiles,avatar_url,text,YES,""
customer_profiles,date_of_birth,date,YES,""
customer_profiles,gender,text,YES,""
customer_profiles,language,text,YES,"'en'::text"
customer_profiles,currency,text,YES,"'NGN'::text"
customer_profiles,timezone,text,YES,"'Africa/Lagos'::text"
customer_profiles,is_verified,boolean,YES,"false"
customer_profiles,is_active,boolean,YES,"true"
customer_profiles,last_seen_at,timestamp with time zone,YES,""
customer_profiles,onboarded_at,timestamp with time zone,YES,""
customer_profiles,created_at,timestamp with time zone,NO,"now()"
customer_profiles,updated_at,timestamp with time zone,NO,"now()"
customer_profiles,country,text,YES,""
customer_profiles,contact_preference,text,YES,"'email'::text"
customer_profiles,referral_code,text,YES,""
customer_profiles,verification_status,text,NO,"'none'::text"
customer_profiles,verification_submitted_at,timestamp with time zone,YES,""
customer_profiles,verification_reviewed_at,timestamp with time zone,YES,""
customer_profiles,verification_reviewer_id,uuid,YES,""
customer_profiles,verification_note,text,YES,""
customer_profiles,archived_at,timestamp with time zone,YES,""
customer_profiles,archive_reason,text,YES,""
customer_profiles,deleted_at,timestamp with time zone,YES,""
customer_profiles,deleted_reason,text,YES,""
customer_profiles,retention_hold_until,timestamp with time zone,YES,""
customer_profiles,legal_hold_reason,text,YES,""
customer_security_log,id,uuid,NO,"gen_random_uuid()"
customer_security_log,user_id,uuid,NO,""
customer_security_log,event_type,text,NO,""
customer_security_log,ip_address,text,YES,""
customer_security_log,user_agent,text,YES,""
customer_security_log,metadata,jsonb,YES,"'{}'::jsonb"
customer_security_log,created_at,timestamp with time zone,NO,"now()"
customer_security_log,archived_at,timestamp with time zone,YES,""
customer_security_log,archive_reason,text,YES,""
customer_security_log,retention_hold_until,timestamp with time zone,YES,""
customer_security_log,legal_hold_reason,text,YES,""
customer_subscriptions,id,uuid,NO,"gen_random_uuid()"
customer_subscriptions,user_id,uuid,NO,""
customer_subscriptions,division,text,NO,""
customer_subscriptions,plan_name,text,NO,""
customer_subscriptions,plan_tier,text,YES,""
customer_subscriptions,status,text,NO,"'active'::text"
customer_subscriptions,amount_kobo,bigint,NO,""
customer_subscriptions,currency,text,YES,"'NGN'::text"
customer_subscriptions,billing_cycle,text,YES,"'monthly'::text"
customer_subscriptions,current_period_start,timestamp with time zone,YES,""
customer_subscriptions,current_period_end,timestamp with time zone,YES,""
customer_subscriptions,cancelled_at,timestamp with time zone,YES,""
customer_subscriptions,metadata,jsonb,YES,"'{}'::jsonb"
customer_subscriptions,created_at,timestamp with time zone,NO,"now()"
customer_subscriptions,updated_at,timestamp with time zone,NO,"now()"
customer_verification_submissions,id,uuid,NO,"gen_random_uuid()"
customer_verification_submissions,user_id,uuid,NO,""
customer_verification_submissions,document_type,text,NO,""
customer_verification_submissions,document_id,uuid,YES,""
customer_verification_submissions,status,text,NO,"'pending'::text"
customer_verification_submissions,reviewer_id,uuid,YES,""
customer_verification_submissions,reviewer_note,text,YES,""
customer_verification_submissions,submitted_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
customer_verification_submissions,reviewed_at,timestamp with time zone,YES,""
customer_verification_submissions,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
customer_verification_submissions,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
customer_verification_submissions,archived_at,timestamp with time zone,YES,""
customer_verification_submissions,archive_reason,text,YES,""
customer_verification_submissions,retention_hold_until,timestamp with time zone,YES,""
customer_verification_submissions,legal_hold_reason,text,YES,""
customer_wallet_transactions,id,uuid,NO,"gen_random_uuid()"
customer_wallet_transactions,wallet_id,uuid,NO,""
customer_wallet_transactions,user_id,uuid,NO,""
customer_wallet_transactions,type,text,NO,""
customer_wallet_transactions,amount_kobo,bigint,NO,""
customer_wallet_transactions,balance_after_kobo,bigint,NO,""
customer_wallet_transactions,division,text,YES,""
customer_wallet_transactions,reference_type,text,YES,""
customer_wallet_transactions,reference_id,text,YES,""
customer_wallet_transactions,description,text,NO,""
customer_wallet_transactions,metadata,jsonb,YES,"'{}'::jsonb"
customer_wallet_transactions,status,text,NO,"'completed'::text"
customer_wallet_transactions,created_at,timestamp with time zone,NO,"now()"
customer_wallet_transactions,settlement_currency,text,NO,"'NGN'::text"
customer_wallet_transactions,display_currency,text,NO,"'NGN'::text"
customer_wallet_transactions,is_approximate_display,boolean,NO,"false"
customer_wallet_transactions,exchange_rate,numeric,NO,"1"
customer_wallet_transactions,exchange_rate_source,text,NO,"'none'::text"
customer_wallet_transactions,exchange_rate_at,timestamp with time zone,YES,""
customer_wallet_transactions,archived_at,timestamp with time zone,YES,""
customer_wallet_transactions,archive_reason,text,YES,""
customer_wallet_transactions,retention_hold_until,timestamp with time zone,YES,""
customer_wallet_transactions,legal_hold_reason,text,YES,""
customer_wallets,id,uuid,NO,"gen_random_uuid()"
customer_wallets,user_id,uuid,NO,""
customer_wallets,balance_kobo,bigint,NO,"0"
customer_wallets,currency,text,NO,"'NGN'::text"
customer_wallets,is_active,boolean,YES,"true"
customer_wallets,frozen_at,timestamp with time zone,YES,""
customer_wallets,frozen_reason,text,YES,""
customer_wallets,created_at,timestamp with time zone,NO,"now()"
customer_wallets,updated_at,timestamp with time zone,NO,"now()"
data_governance_domains,domain_key,text,NO,""
data_governance_domains,display_name,text,NO,""
data_governance_domains,owner_team,text,NO,""
data_governance_domains,classification,text,NO,""
data_governance_domains,restore_priority,integer,NO,""
data_governance_domains,source_of_truth,text,NO,""
data_governance_domains,backup_dependency,text,NO,""
data_governance_domains,retention_summary,text,NO,""
data_governance_domains,notes,text,NO,"''::text"
data_governance_domains,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
data_governance_domains,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
data_recovery_drill_runs,id,uuid,NO,"gen_random_uuid()"
data_recovery_drill_runs,drill_key,text,NO,""
data_recovery_drill_runs,domain_key,text,YES,""
data_recovery_drill_runs,environment,text,NO,"'production'::text"
data_recovery_drill_runs,status,text,NO,"'planned'::text"
data_recovery_drill_runs,actor_user_id,uuid,YES,""
data_recovery_drill_runs,scope_summary,text,NO,""
data_recovery_drill_runs,backup_source_checked,text,YES,""
data_recovery_drill_runs,storage_source_checked,text,YES,""
data_recovery_drill_runs,restore_target,text,YES,""
data_recovery_drill_runs,verification_results,jsonb,NO,"'{}'::jsonb"
data_recovery_drill_runs,gaps,jsonb,NO,"'[]'::jsonb"
data_recovery_drill_runs,started_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
data_recovery_drill_runs,completed_at,timestamp with time zone,YES,""
data_recovery_drill_runs,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
data_recovery_drill_runs,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
data_retention_policies,id,uuid,NO,"gen_random_uuid()"
data_retention_policies,domain_key,text,NO,""
data_retention_policies,schema_name,text,NO,"'public'::text"
data_retention_policies,table_name,text,NO,""
data_retention_policies,data_classification,text,NO,""
data_retention_policies,retention_rule,text,NO,""
data_retention_policies,retention_action,text,NO,""
data_retention_policies,soft_delete_required,boolean,NO,"false"
data_retention_policies,archive_required,boolean,NO,"false"
data_retention_policies,legal_hold_supported,boolean,NO,"false"
data_retention_policies,destructive_prune_allowed,boolean,NO,"false"
data_retention_policies,backup_requirement,text,NO,""
data_retention_policies,restore_source,text,NO,""
data_retention_policies,owner_team,text,NO,""
data_retention_policies,notes,text,NO,"''::text"
data_retention_policies,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
data_retention_policies,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
data_storage_surfaces,surface_key,text,NO,""
data_storage_surfaces,domain_key,text,NO,""
data_storage_surfaces,storage_system,text,NO,""
data_storage_surfaces,bucket_or_provider,text,NO,""
data_storage_surfaces,modeled_table,text,YES,""
data_storage_surfaces,path_column,text,YES,""
data_storage_surfaces,data_classification,text,NO,""
data_storage_surfaces,retention_rule,text,NO,""
data_storage_surfaces,backup_truth,text,NO,""
data_storage_surfaces,restore_source,text,NO,""
data_storage_surfaces,owner_team,text,NO,""
data_storage_surfaces,notes,text,NO,"''::text"
data_storage_surfaces,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
data_storage_surfaces,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
delivery_proofs,id,uuid,NO,"gen_random_uuid()"
delivery_proofs,order_ref,text,NO,""
delivery_proofs,rider_id,uuid,NO,""
delivery_proofs,photo_url,text,NO,""
delivery_proofs,note,text,YES,""
delivery_proofs,geo,jsonb,NO,"'{}'::jsonb"
delivery_proofs,delivered_at,timestamp with time zone,NO,"now()"
delivery_proofs,created_at,timestamp with time zone,NO,"now()"
delivery_zones,id,bigint,NO,""
delivery_zones,name,text,NO,""
delivery_zones,fee_ngn,integer,NO,"0"
delivery_zones,is_active,boolean,NO,"true"
delivery_zones,created_at,timestamp with time zone,NO,"now()"
email_audience_segments,id,uuid,NO,"gen_random_uuid()"
email_audience_segments,key,text,NO,""
email_audience_segments,label,text,NO,""
email_audience_segments,description,text,NO,"''::text"
email_audience_segments,criteria,jsonb,NO,"'{}'::jsonb"
email_audience_segments,estimated_size,integer,YES,""
email_audience_segments,last_resolved_at,timestamp with time zone,YES,""
email_audience_segments,owner_team,text,NO,"'Editorial'::text"
email_audience_segments,active,boolean,NO,"true"
email_audience_segments,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
email_audience_segments,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
email_brand_voice_rules,id,uuid,NO,"gen_random_uuid()"
email_brand_voice_rules,rule_key,text,NO,""
email_brand_voice_rules,kind,text,NO,""
email_brand_voice_rules,pattern,text,NO,""
email_brand_voice_rules,reason,text,NO,""
email_brand_voice_rules,severity,text,NO,"'warning'::text"
email_brand_voice_rules,applies_to_classes,ARRAY,NO,"'{}'::text[]"
email_brand_voice_rules,active,boolean,NO,"true"
email_brand_voice_rules,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
email_campaign_sends,id,uuid,NO,"gen_random_uuid()"
email_campaign_sends,campaign_id,uuid,NO,""
email_campaign_sends,subscriber_id,uuid,YES,""
email_campaign_sends,email,USER-DEFINED,NO,""
email_campaign_sends,status,text,NO,"'queued'::text"
email_campaign_sends,provider,text,NO,"'brevo'::text"
email_campaign_sends,provider_message_id,text,YES,""
email_campaign_sends,error_code,text,YES,""
email_campaign_sends,error_message,text,YES,""
email_campaign_sends,suppression_reason,text,YES,""
email_campaign_sends,sent_at,timestamp with time zone,YES,""
email_campaign_sends,opened_at,timestamp with time zone,YES,""
email_campaign_sends,clicked_at,timestamp with time zone,YES,""
email_campaign_sends,bounced_at,timestamp with time zone,YES,""
email_campaign_sends,complained_at,timestamp with time zone,YES,""
email_campaign_sends,unsubscribed_at,timestamp with time zone,YES,""
email_campaign_sends,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
email_campaigns,id,uuid,NO,"gen_random_uuid()"
email_campaigns,key,text,NO,""
email_campaigns,status,text,NO,"'draft'::text"
email_campaigns,campaign_class,text,NO,"'division_digest'::text"
email_campaigns,division,text,NO,"'hub'::text"
email_campaigns,segment_id,uuid,YES,""
email_campaigns,topic_keys,ARRAY,NO,"'{}'::text[]"
email_campaigns,content,jsonb,NO,"'{}'::jsonb"
email_campaigns,scheduled_for,timestamp with time zone,YES,""
email_campaigns,send_started_at,timestamp with time zone,YES,""
email_campaigns,send_completed_at,timestamp with time zone,YES,""
email_campaigns,approved_by,uuid,YES,""
email_campaigns,approved_at,timestamp with time zone,YES,""
email_campaigns,paused_reason,text,YES,""
email_campaigns,author_id,uuid,YES,""
email_campaigns,voice_guard_score,integer,YES,""
email_campaigns,voice_guard_warnings,jsonb,NO,"'[]'::jsonb"
email_campaigns,metrics,jsonb,NO,"'{}'::jsonb"
email_campaigns,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
email_campaigns,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
email_draft_assists,id,uuid,NO,"gen_random_uuid()"
email_draft_assists,campaign_id,uuid,NO,""
email_draft_assists,prompt,text,YES,""
email_draft_assists,variant,text,NO,"'default'::text"
email_draft_assists,assist_model,text,YES,""
email_draft_assists,raw_draft,jsonb,NO,"'{}'::jsonb"
email_draft_assists,human_edited_draft,jsonb,YES,""
email_draft_assists,voice_score,integer,YES,""
email_draft_assists,voice_warnings,jsonb,NO,"'[]'::jsonb"
email_draft_assists,accepted_by,uuid,YES,""
email_draft_assists,accepted_at,timestamp with time zone,YES,""
email_draft_assists,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
email_editorial_events,id,uuid,NO,"gen_random_uuid()"
email_editorial_events,campaign_id,uuid,NO,""
email_editorial_events,actor_id,uuid,YES,""
email_editorial_events,kind,text,NO,""
email_editorial_events,note,text,YES,""
email_editorial_events,payload,jsonb,NO,"'{}'::jsonb"
email_editorial_events,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
email_subscriber_topics,subscriber_id,uuid,NO,""
email_subscriber_topics,topic_key,text,NO,""
email_subscriber_topics,opted_in_at,timestamp with time zone,YES,""
email_subscriber_topics,opted_out_at,timestamp with time zone,YES,""
email_subscriber_topics,frequency_override,text,YES,""
email_subscriber_topics,source_surface,text,YES,""
email_subscriber_topics,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
email_subscriber_topics,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
email_subscribers,id,uuid,NO,"gen_random_uuid()"
email_subscribers,email,USER-DEFINED,NO,""
email_subscribers,user_id,uuid,YES,""
email_subscribers,locale,text,NO,"'en-NG'::text"
email_subscribers,country,text,YES,""
email_subscribers,status,text,NO,"'pending_confirmation'::text"
email_subscribers,source_surface,text,YES,""
email_subscribers,source_division,text,YES,""
email_subscribers,consent_given_at,timestamp with time zone,YES,""
email_subscribers,confirmed_at,timestamp with time zone,YES,""
email_subscribers,unsubscribed_at,timestamp with time zone,YES,""
email_subscribers,last_engagement_at,timestamp with time zone,YES,""
email_subscribers,last_bounced_at,timestamp with time zone,YES,""
email_subscribers,hard_bounce_count,integer,NO,"0"
email_subscribers,soft_bounce_count,integer,NO,"0"
email_subscribers,provider_contact_id,text,YES,""
email_subscribers,metadata,jsonb,NO,"'{}'::jsonb"
email_subscribers,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
email_subscribers,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
email_suppression_list,id,uuid,NO,"gen_random_uuid()"
email_suppression_list,email,USER-DEFINED,NO,""
email_suppression_list,reason,text,NO,""
email_suppression_list,scope,text,NO,"'all'::text"
email_suppression_list,division,text,YES,""
email_suppression_list,note,text,YES,""
email_suppression_list,recorded_by,uuid,YES,""
email_suppression_list,recorded_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
email_suppression_list,expires_at,timestamp with time zone,YES,""
henry_events,id,uuid,NO,"gen_random_uuid()"
henry_events,name,text,NO,""
henry_events,actor_id,uuid,YES,""
henry_events,payload,jsonb,YES,""
henry_events,created_at,timestamp with time zone,NO,"now()"
hq_internal_comm_attachments,id,uuid,NO,"gen_random_uuid()"
hq_internal_comm_attachments,message_id,uuid,NO,""
hq_internal_comm_attachments,thread_id,uuid,NO,""
hq_internal_comm_attachments,uploader_id,uuid,YES,""
hq_internal_comm_attachments,kind,text,NO,""
hq_internal_comm_attachments,storage_bucket,text,NO,"'hq-internal-comms'::text"
hq_internal_comm_attachments,storage_path,text,NO,""
hq_internal_comm_attachments,file_name,text,YES,""
hq_internal_comm_attachments,mime_type,text,NO,""
hq_internal_comm_attachments,byte_size,bigint,NO,""
hq_internal_comm_attachments,duration_seconds,numeric,YES,""
hq_internal_comm_attachments,width,integer,YES,""
hq_internal_comm_attachments,height,integer,YES,""
hq_internal_comm_attachments,upload_status,text,NO,"'complete'::text"
hq_internal_comm_attachments,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
hq_internal_comm_messages,id,uuid,NO,"gen_random_uuid()"
hq_internal_comm_messages,thread_id,uuid,NO,""
hq_internal_comm_messages,author_id,uuid,YES,""
hq_internal_comm_messages,author_label,text,YES,""
hq_internal_comm_messages,body,text,NO,""
hq_internal_comm_messages,parent_id,uuid,YES,""
hq_internal_comm_messages,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
hq_internal_comm_messages,client_nonce,uuid,YES,""
hq_internal_comm_messages,delivery_state,text,NO,"'sent'::text"
hq_internal_comm_messages,body_tsv,tsvector,YES,""
hq_internal_comm_presence,user_id,uuid,NO,""
hq_internal_comm_presence,thread_id,uuid,YES,""
hq_internal_comm_presence,last_seen_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
hq_internal_comm_thread_members,thread_id,uuid,NO,""
hq_internal_comm_thread_members,user_id,uuid,NO,""
hq_internal_comm_thread_members,role,text,NO,"'member'::text"
hq_internal_comm_thread_members,last_read_at,timestamp with time zone,YES,""
hq_internal_comm_thread_members,pinned,boolean,NO,"false"
hq_internal_comm_thread_members,muted,boolean,NO,"false"
hq_internal_comm_thread_members,joined_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
hq_internal_comm_threads,id,uuid,NO,"gen_random_uuid()"
hq_internal_comm_threads,slug,text,NO,""
hq_internal_comm_threads,kind,text,NO,"'group'::text"
hq_internal_comm_threads,title,text,NO,""
hq_internal_comm_threads,division,text,YES,""
hq_internal_comm_threads,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
hq_internal_comm_threads,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
hq_internal_comm_threads,visibility,text,NO,"'members_only'::text"
hub_homepage_content,id,uuid,NO,"gen_random_uuid()"
hub_homepage_content,page_key,text,NO,"'home'::text"
hub_homepage_content,hero_badge,text,YES,""
hub_homepage_content,hero_title,text,YES,""
hub_homepage_content,hero_highlight,text,YES,""
hub_homepage_content,hero_description,text,YES,""
hub_homepage_content,hero_image_url,text,YES,""
hub_homepage_content,primary_cta_label,text,YES,""
hub_homepage_content,primary_cta_href,text,YES,""
hub_homepage_content,secondary_cta_label,text,YES,""
hub_homepage_content,secondary_cta_href,text,YES,""
hub_homepage_content,operating_title,text,YES,""
hub_homepage_content,operating_body,text,YES,""
hub_homepage_content,operating_points,jsonb,YES,"'[]'::jsonb"
hub_homepage_content,value_cards,jsonb,YES,"'[]'::jsonb"
hub_homepage_content,featured_title,text,YES,""
hub_homepage_content,featured_body,text,YES,""
hub_homepage_content,directory_title,text,YES,""
hub_homepage_content,directory_body,text,YES,""
hub_homepage_content,ecosystem_title,text,YES,""
hub_homepage_content,ecosystem_body,text,YES,""
hub_homepage_content,ecosystem_points,jsonb,YES,"'[]'::jsonb"
hub_homepage_content,owner_section_badge,text,YES,""
hub_homepage_content,owner_section_title,text,YES,""
hub_homepage_content,owner_name,text,YES,""
hub_homepage_content,owner_role,text,YES,""
hub_homepage_content,owner_message,text,YES,""
hub_homepage_content,owner_image_url,text,YES,""
hub_homepage_content,owner_signature,text,YES,""
hub_homepage_content,faq_title,text,YES,""
hub_homepage_content,faq_body,text,YES,""
hub_homepage_content,faqs,jsonb,YES,"'[]'::jsonb"
hub_homepage_content,footer_blurb,text,YES,""
hub_homepage_content,is_published,boolean,NO,"false"
hub_homepage_content,created_at,timestamp with time zone,NO,"now()"
hub_homepage_content,updated_at,timestamp with time zone,NO,"now()"
i18n_translation_cache,source_text,text,NO,""
i18n_translation_cache,source_locale,text,NO,"'en'::text"
i18n_translation_cache,target_locale,text,NO,""
i18n_translation_cache,translated_text,text,NO,""
i18n_translation_cache,source,text,NO,"'deepl'::text"
i18n_translation_cache,created_at,timestamp with time zone,NO,"now()"
i18n_translation_cache,updated_at,timestamp with time zone,NO,"now()"
jobs_applications,id,uuid,NO,"gen_random_uuid()"
jobs_applications,pipeline_id,uuid,YES,""
jobs_applications,candidate_id,uuid,YES,""
jobs_applications,candidate_email,text,YES,""
jobs_applications,candidate_name,text,YES,""
jobs_applications,current_stage,text,NO,"'applied'::text"
jobs_applications,status,text,NO,"'active'::text"
jobs_applications,resume_url,text,YES,""
jobs_applications,cover_note,text,YES,""
jobs_applications,metadata,jsonb,YES,"'{}'::jsonb"
jobs_applications,applied_at,timestamp with time zone,NO,"now()"
jobs_applications,updated_at,timestamp with time zone,NO,"now()"
jobs_applications,archived_at,timestamp with time zone,YES,""
jobs_applications,archive_reason,text,YES,""
jobs_applications,deleted_at,timestamp with time zone,YES,""
jobs_applications,deleted_reason,text,YES,""
jobs_applications,retention_hold_until,timestamp with time zone,YES,""
jobs_applications,legal_hold_reason,text,YES,""
jobs_contact_masks,id,uuid,NO,"gen_random_uuid()"
jobs_contact_masks,user_id,uuid,YES,""
jobs_contact_masks,masked_email,text,YES,""
jobs_contact_masks,masked_phone,text,YES,""
jobs_contact_masks,is_active,boolean,NO,"true"
jobs_contact_masks,created_at,timestamp with time zone,NO,"now()"
jobs_conversations,id,uuid,NO,"gen_random_uuid()"
jobs_conversations,application_id,uuid,YES,""
jobs_conversations,pipeline_id,uuid,YES,""
jobs_conversations,employer_id,uuid,YES,""
jobs_conversations,candidate_id,uuid,YES,""
jobs_conversations,subject,text,YES,""
jobs_conversations,status,text,NO,"'active'::text"
jobs_conversations,is_moderated,boolean,NO,"false"
jobs_conversations,flag_reason,text,YES,""
jobs_conversations,created_at,timestamp with time zone,NO,"now()"
jobs_conversations,updated_at,timestamp with time zone,NO,"now()"
jobs_employer_subscriptions,id,uuid,NO,"gen_random_uuid()"
jobs_employer_subscriptions,employer_slug,text,NO,""
jobs_employer_subscriptions,plan_key,text,NO,"'basic'::text"
jobs_employer_subscriptions,status,text,NO,"'active'::text"
jobs_employer_subscriptions,started_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
jobs_employer_subscriptions,expires_at,timestamp with time zone,YES,""
jobs_employer_subscriptions,cancelled_at,timestamp with time zone,YES,""
jobs_employer_subscriptions,notes,text,YES,""
jobs_employer_subscriptions,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
jobs_employer_subscriptions,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
jobs_hiring_pipelines,id,uuid,NO,"gen_random_uuid()"
jobs_hiring_pipelines,employer_id,uuid,YES,""
jobs_hiring_pipelines,company_id,uuid,YES,""
jobs_hiring_pipelines,job_title,text,NO,""
jobs_hiring_pipelines,job_reference,text,YES,""
jobs_hiring_pipelines,status,text,NO,"'open'::text"
jobs_hiring_pipelines,stages,jsonb,NO,"'[""applied"", ""screening"", ""interview"", ""offer"", ""hired"", ""rejected""]'::jsonb"
jobs_hiring_pipelines,metadata,jsonb,YES,"'{}'::jsonb"
jobs_hiring_pipelines,created_at,timestamp with time zone,NO,"now()"
jobs_hiring_pipelines,updated_at,timestamp with time zone,NO,"now()"
jobs_interviews,id,uuid,NO,"gen_random_uuid()"
jobs_interviews,application_id,uuid,YES,""
jobs_interviews,pipeline_id,uuid,YES,""
jobs_interviews,conversation_id,uuid,YES,""
jobs_interviews,interviewer_id,uuid,YES,""
jobs_interviews,candidate_id,uuid,YES,""
jobs_interviews,interview_type,text,NO,"'video'::text"
jobs_interviews,title,text,YES,""
jobs_interviews,description,text,YES,""
jobs_interviews,scheduled_at,timestamp with time zone,NO,""
jobs_interviews,duration_minutes,integer,NO,"30"
jobs_interviews,timezone,text,NO,"'Africa/Lagos'::text"
jobs_interviews,location,text,YES,""
jobs_interviews,meeting_url,text,YES,""
jobs_interviews,status,text,NO,"'scheduled'::text"
jobs_interviews,employer_notes,text,YES,""
jobs_interviews,candidate_notes,text,YES,""
jobs_interviews,outcome,text,YES,""
jobs_interviews,outcome_notes,text,YES,""
jobs_interviews,metadata,jsonb,YES,"'{}'::jsonb"
jobs_interviews,created_at,timestamp with time zone,NO,"now()"
jobs_interviews,updated_at,timestamp with time zone,NO,"now()"
jobs_messages,id,uuid,NO,"gen_random_uuid()"
jobs_messages,conversation_id,uuid,YES,""
jobs_messages,sender_id,uuid,YES,""
jobs_messages,sender_type,text,NO,"'employer'::text"
jobs_messages,body,text,NO,""
jobs_messages,attachments,jsonb,YES,"'[]'::jsonb"
jobs_messages,is_read,boolean,NO,"false"
jobs_messages,read_at,timestamp with time zone,YES,""
jobs_messages,is_flagged,boolean,NO,"false"
jobs_messages,flag_reason,text,YES,""
jobs_messages,created_at,timestamp with time zone,NO,"now()"
jobs_moderation_queue,id,uuid,NO,"gen_random_uuid()"
jobs_moderation_queue,entity_type,text,NO,""
jobs_moderation_queue,entity_id,uuid,NO,""
jobs_moderation_queue,reason,text,NO,""
jobs_moderation_queue,severity,text,NO,"'medium'::text"
jobs_moderation_queue,status,text,NO,"'pending'::text"
jobs_moderation_queue,flagged_by,text,YES,"'system'::text"
jobs_moderation_queue,flagged_by_user_id,uuid,YES,""
jobs_moderation_queue,reviewed_by,uuid,YES,""
jobs_moderation_queue,review_notes,text,YES,""
jobs_moderation_queue,metadata,jsonb,YES,"'{}'::jsonb"
jobs_moderation_queue,created_at,timestamp with time zone,NO,"now()"
jobs_moderation_queue,resolved_at,timestamp with time zone,YES,""
learn_assignments,id,uuid,NO,"gen_random_uuid()"
learn_assignments,course_id,uuid,YES,""
learn_assignments,path_id,uuid,YES,""
learn_assignments,user_id,uuid,YES,""
learn_assignments,normalized_email,text,YES,""
learn_assignments,assignee_role,text,YES,""
